City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
135,geraldton,-28.7667,114.6,24.23,73,100,3.6,AU,1674351805
136,hauterive,46.0901,3.4459,-0.58,97,88,3.26,FR,1674351886
137,burns lake,54.2331,-125.7533,-3.32,84,54,2.49,CA,1674351605
138,grindavik,63.8424,-22.4338,1.97,100,100,11.32,IS,1674351865
139,astana,51.1801,71.446,-22.03,84,0,2.0,KZ,1674351887
140,richards bay,-28.783,32.0377,21.63,94,1,3.96,ZA,1674351888
141,buala,-8.145,159.5921,30.52,63,79,2.27,SB,1674351888
142,ixtapa,20.7,-105.2,23.57,73,100,3.6,MX,1674351889
143,konevo,62.1215,39.3192,-11.15,98,100,0.71,RU,1674351890
144,muros,42.7762,-9.0603,7.27,81,68,4.88,ES,1674351890
145,kargasok,59.0556,80.8572,-20.88,96,100,7.51,RU,1674351891
146,castro,-24.7911,-50.0119,18.51,86,65,1.16,BR,1674351721
147,coquimbo,-29.9533,-71.3436,17.85,88,75,3.09,CL,1674351892
148,east london,-33.0153,27.9116,24.43,92,100,5.23,ZA,1674351610
149,te anau,-45.4167,167.7167,17.23,51,72,2.75,NZ,1674351893
150,cabo san lucas,22.8909,-109.9124,18.92,62,0,1.11,MX,1674351754
151,bredasdorp,-34.5322,20.0403,18.81,81,32,2.48,ZA,1674351619
152,leua,48.2156,18.6071,3.05,83,100,1.94,SK,1674351894
153,san rafael,-34.6177,-68.3301,25.83,27,1,3.87,AR,1674351616
154,yangambi,0.8102,24.4336,20.79,89,100,1.76,CD,1674351895
155,acari,-15.4311,-74.6158,22.51,82,79,1.19,PE,1674351896
156,klerksdorp,-26.8521,26.6667,17.87,35,59,4.13,ZA,1674351896
157,marsa matruh,31.3525,27.2453,9.11,87,0,0.0,EG,1674351796
158,hof,50.3167,11.9167,-0.96,93,100,4.63,DE,1674351897
159,atambua,-9.1061,124.8925,27.7,67,94,0.93,ID,1674351898
160,manavalakurichi,8.1333,77.3,23.16,77,100,2.67,IN,1674351898
161,preston,53.7667,-2.7167,1.29,90,100,3.61,GB,1674351899
162,pantao,13.1944,123.3271,27.04,75,89,2.66,PH,1674351899
163,xinmin,41.9908,122.8253,-10.74,49,100,5.4,CN,1674351900
164,lakes entrance,-37.8811,147.981,26.2,77,100,3.29,AU,1674351901
165,lompoc,34.6391,-120.4579,13.34,74,0,5.66,US,1674351609
166,avera,33.194,-82.5271,7.73,55,100,2.93,US,1674351901
167,kaitangata,-46.2817,169.8464,18.22,48,95,3.54,NZ,1674351672
168,ishigaki,24.3448,124.1572,23.07,73,75,6.69,JP,1674351905
169,newport,51.5877,-2.9984,1.06,95,100,1.84,GB,1674351905
170,port hawkesbury,45.6169,-61.3485,-2.12,87,100,8.49,CA,1674351906
171,diamantino,-14.4086,-56.4461,22.6,92,100,1.73,BR,1674351906
172,luwingu,-10.2621,29.9271,16.14,99,100,2.0,ZM,1674351907
173,codrington,-38.2667,141.9667,20.3,59,7,6.95,AU,1674351648
174,collie,-33.3667,116.15,34.09,18,0,3.57,AU,1674351908
175,ostrovnoy,68.0531,39.5131,-7.73,92,100,5.11,RU,1674351720
176,port hardy,50.6996,-127.4199,4.1,87,75,2.57,CA,1674351680
177,iralaya,15.0,-83.2333,24.23,83,12,4.53,HN,1674351909
178,asau,46.4333,26.4,2.51,91,100,0.94,RO,1674351692
179,catuday,16.2923,119.8062,26.98,64,58,4.33,PH,1674351911
180,verkhnyaya inta,65.9811,60.3094,-7.98,93,100,7.93,RU,1674351911
181,porto nacional,-10.7081,-48.4172,26.0,93,100,0.82,BR,1674351912
182,luderitz,-26.6481,15.1594,17.98,76,5,7.28,NA,1674351662
183,bima,-8.4667,118.7167,28.93,70,98,0.94,ID,1674351913
184,chaoyang,41.5703,120.4586,-9.71,38,84,3.49,CN,1674351913
185,galle,6.0367,80.217,23.97,84,100,2.23,LK,1674351914
186,denpasar,-8.65,115.2167,28.81,88,40,1.03,ID,1674351685
187,rantepao,-2.9701,119.8978,25.22,70,100,0.76,ID,1674351915
188,arroyo,41.6096,-4.7969,1.44,81,0,3.6,ES,1674351916
189,shchors,51.8186,31.945,-0.49,93,32,3.49,UA,1674351917
190,kannangad,12.3081,75.1063,21.34,76,73,2.24,IN,1674351918
191,necochea,-38.5473,-58.7368,18.85,84,0,5.2,AR,1674351901
192,vagur,61.4732,-6.8119,8.2,97,100,12.71,FO,1674351918
193,brigantine,39.4101,-74.3646,4.44,64,100,2.06,US,1674351919
194,gizo,-8.103,156.8419,29.25,65,85,2.02,SB,1674351920
195,kailua,21.4022,-157.7394,28.41,65,8,1.79,US,1674351921
196,bandarbeyla,9.4942,50.8122,23.52,70,27,8.61,SO,1674351653
197,novopokrovka,49.8425,36.5477,-1.66,82,100,3.49,UA,1674351922
198,tinos,37.5375,25.1634,14.96,68,100,8.37,GR,1674351922
199,namibe,-15.1961,12.1522,22.45,71,100,2.04,AO,1674351646
200,oranjemund,-28.55,16.4333,16.88,93,20,3.49,NA,1674351923
201,makakilo city,21.3469,-158.0858,27.6,61,20,5.66,US,1674351643
202,san policarpo,12.1791,125.5072,27.3,80,86,7.61,PH,1674351924
203,hithadhoo,-0.6,73.0833,26.91,74,55,4.45,MV,1674351925
204,senneterre,48.3835,-77.2328,-6.18,92,100,3.61,CA,1674351926
205,bambanglipuro,-7.95,110.2833,27.73,75,26,2.61,ID,1674351926
206,ryotsu,38.0833,138.4333,2.69,80,98,1.36,JP,1674351927
207,padang,-0.9492,100.3543,25.03,78,99,0.84,ID,1674351928
208,landsberg,52.7368,15.2288,0.78,100,100,4.11,PL,1674351667
209,barghat,22.0333,79.7167,17.5,63,80,0.52,IN,1674351929
210,palmares,-8.6833,-35.5917,22.99,88,3,1.11,BR,1674351930
211,merauke,-8.4667,140.3333,29.38,71,75,4.86,ID,1674351931
212,safaga,26.7292,33.9365,17.81,40,0,5.47,EG,1674351932
213,tessalit,20.1986,1.0114,18.4,16,0,3.52,ML,1674351933
214,khatanga,71.9667,102.5,-38.41,88,38,1.36,RU,1674351625
215,nikolskoye,59.7035,30.7861,-2.89,98,81,2.17,RU,1674351598
216,zwedru,6.0667,-8.1281,22.57,94,75,1.4,LR,1674351934
217,semporna,4.4818,118.6112,26.63,82,99,1.94,MY,1674351935
218,sinnamary,5.3833,-52.95,24.28,90,76,4.02,GF,1674351935
219,ribeira grande,38.5167,-28.7,16.54,86,4,6.26,PT,1674351792
220,salalah,17.0151,54.0924,20.05,52,0,4.12,OM,1674351760
221,la union,-5.4,-80.75,23.9,63,12,5.59,PE,1674351937
222,pisco,-13.7,-76.2167,22.03,83,0,7.72,PE,1674351647
223,axim,4.8699,-2.2405,26.29,85,12,3.05,GH,1674351703
224,meadow lake,34.8014,-106.5436,0.82,49,3,5.89,US,1674351938
225,ceyhan,37.0247,35.8175,9.19,64,1,2.1,TR,1674351938
226,severo-kurilsk,50.6789,156.125,-5.04,70,100,4.21,RU,1674351939
227,miandrivazo,-19.5167,45.4667,24.23,84,100,3.48,MG,1674351940
228,winnemucca,40.973,-117.7357,-2.12,74,89,3.25,US,1674351940
229,atar,20.5169,-13.0499,18.17,23,0,4.51,MR,1674351941
230,lasa,46.6166,10.7002,-1.51,89,100,2.78,IT,1674351615
231,korostyshiv,50.3172,29.0563,1.43,91,8,2.33,UA,1674351942
232,vuktyl,63.8567,57.3094,-10.16,97,62,2.96,RU,1674351943
233,haines junction,60.7522,-137.5108,-6.61,98,98,0.83,CA,1674351943
234,teguldet,57.3064,88.1667,-41.24,100,58,1.51,RU,1674351944
235,yumen,40.2833,97.2,-11.67,83,100,8.81,CN,1674351687
236,zelenoborskiy,66.845,32.3622,-11.26,96,100,1.57,RU,1674351945
237,itarema,-2.9248,-39.9167,24.86,86,28,3.82,BR,1674351946
238,vila,42.0304,-8.1588,2.06,90,21,2.05,PT,1674351946
239,pevek,69.7008,170.3133,-38.1,100,100,2.28,RU,1674351752
240,narsaq,60.9167,-46.05,-14.88,67,14,4.59,GL,1674351613
241,paita,-5.0892,-81.1144,21.49,81,10,4.3,PE,1674351947
242,uyskoye,54.3775,60.0047,-14.34,83,93,1.63,RU,1674351948
243,ipojuca,-8.3989,-35.0639,26.95,81,0,2.79,BR,1674351949
244,botwood,49.1499,-55.3482,-2.83,86,100,6.8,CA,1674351949
245,norman wells,65.282,-126.8329,-18.98,78,100,7.2,CA,1674351950
246,naze,28.3667,129.4833,17.51,67,100,6.52,JP,1674351950
247,bria,6.5423,21.9863,20.53,27,9,2.14,CF,1674351951
248,chirilagua,13.2203,-88.1386,21.89,71,6,1.38,SV,1674351922
249,dzhalil,55.0239,52.7358,-11.93,85,100,3.57,RU,1674351952
250,byron bay,-28.65,153.6167,26.77,66,77,2.35,AU,1674351754
251,okhotsk,59.3833,143.3,-22.5,75,100,6.53,RU,1674351782
252,yeniseysk,58.4497,92.1703,-46.94,100,64,1.17,RU,1674351954
253,pervomayskoye,43.919,46.7102,4.64,68,5,12.29,RU,1674351954
254,hurghada,27.2574,33.8129,14.02,51,0,4.63,EG,1674351955
255,portland,45.5234,-122.6762,7.32,88,82,3.13,US,1674351754
256,ilhabela,-23.7781,-45.3581,23.66,88,77,2.42,BR,1674351956
257,pochutla,15.7432,-96.4661,22.11,72,34,1.88,MX,1674351956
258,riyadh,24.6877,46.7219,12.08,52,81,3.53,SA,1674351913
259,krasni okny,47.5404,29.46,4.76,91,80,3.05,UA,1674351957
260,chingirlau,51.095,54.0814,-15.98,82,9,2.75,KZ,1674351958
261,naliya,23.2667,68.8333,14.33,53,0,4.44,IN,1674351959
262,lagoa,39.05,-27.9833,15.08,82,6,9.49,PT,1674351646
263,de-kastri,51.4667,140.7833,-22.38,93,100,9.33,RU,1674351959
264,gobabis,-22.45,18.9667,21.58,68,100,4.75,NA,1674351960
265,nalut,30.3333,10.85,7.08,55,0,2.26,LY,1674351961
266,yarim,14.298,44.3779,8.37,48,0,0.93,YE,1674351961
267,katherine,-14.4667,132.2667,33.18,49,25,3.6,AU,1674351796
268,ahuimanu,21.4447,-157.8378,28.25,64,75,4.63,US,1674351786
269,sept-iles,50.2001,-66.3821,-9.0,76,0,2.06,CA,1674351963
270,zonguldak,41.25,31.8333,5.93,63,6,2.46,TR,1674351963
271,buraydah,26.326,43.975,13.25,53,25,2.84,SA,1674351659
272,general roca,-39.0333,-67.5833,26.46,23,39,5.95,AR,1674351964
273,vidisha,23.5333,77.8167,14.64,72,5,0.88,IN,1674351965
274,beyla,8.6833,-8.6333,22.01,26,2,0.38,GN,1674351965
275,ostersund,63.1792,14.6357,-11.75,92,75,0.51,SE,1674351966
276,awjilah,29.1081,21.2869,11.17,53,9,3.62,LY,1674351966
277,auki,-8.7676,160.7034,30.26,65,93,2.08,SB,1674351967
278,cockburn town,21.4612,-71.1419,23.98,78,40,4.12,TC,1674351639
279,korla,41.7597,86.1469,-13.26,75,3,4.27,CN,1674351968
280,uige,-7.6087,15.0613,19.1,99,100,0.16,AO,1674351969
281,meulaboh,4.1363,96.1285,24.92,82,100,1.29,ID,1674351970
282,saint george,37.1041,-113.5841,5.53,44,0,2.57,US,1674351619
283,the valley,18.217,-63.0578,25.05,72,0,6.75,AI,1674351970
284,lavrentiya,65.5833,-171.0,-30.97,91,6,1.51,RU,1674351971
285,urusha,54.05,122.9,-37.72,85,88,1.11,RU,1674351972
286,bud,39.447,-86.1758,1.01,84,57,2.55,US,1674351972
287,bahir dar,11.5936,37.3908,16.3,44,36,1.44,ET,1674351973
288,sur,22.5667,59.5289,18.45,64,32,2.84,OM,1674351973
289,sladkovo,55.5284,70.3385,-8.23,87,100,4.25,RU,1674351974
290,berlevag,70.8578,29.0864,0.0,69,100,16.46,NO,1674351788
291,ballina,-28.8667,153.5667,26.55,80,81,1.89,AU,1674351975
292,clyde river,70.4692,-68.5914,-31.87,68,100,7.2,CA,1674351975
293,ahipara,-35.1667,173.1667,23.35,64,1,3.54,NZ,1674351700
294,sitka,57.0531,-135.33,5.94,70,100,5.66,US,1674351777
295,powell,40.1578,-83.0752,0.93,78,100,3.6,US,1674351977
296,tuatapere,-46.1333,167.6833,14.57,78,89,4.41,NZ,1674351614
297,upington,-28.4478,21.2561,23.21,60,0,1.54,ZA,1674351978
298,shitanjing,39.2342,106.3439,-7.71,38,28,7.71,CN,1674351978
299,along,28.1667,94.7667,13.52,59,71,0.51,IN,1674351669
300,nishihara,26.1842,127.7558,22.6,69,75,9.26,JP,1674351979
301,fairbanks,64.8378,-147.7164,-15.22,78,75,5.14,US,1674351505
302,sao cristovao,-11.0147,-37.2064,26.95,78,20,3.6,BR,1674351794
303,dauphin,51.1494,-100.0502,-8.92,86,0,7.2,CA,1674351751
304,ilulissat,69.2167,-51.1,-25.99,58,20,10.29,GL,1674351674
305,barzas,55.7167,86.3167,-39.07,100,37,1.71,RU,1674351981
306,campbell river,50.0163,-125.2446,3.74,100,75,1.03,CA,1674351709
307,masuda,34.6667,131.85,4.15,65,75,3.6,JP,1674351982
308,mildura,-34.2,142.15,27.26,51,1,2.78,AU,1674351983
309,beringovskiy,63.05,179.3167,-20.6,98,100,5.28,RU,1674351799
310,dongsheng,39.8161,109.9776,-9.63,55,73,5.16,CN,1674351984
311,quelimane,-17.8786,36.8883,22.75,98,100,1.71,MZ,1674351984
312,bubaque,11.2833,-15.8333,23.92,69,41,9.05,GW,1674351985
313,moose factory,51.2585,-80.6094,-8.0,86,100,4.12,CA,1674351986
314,broome,42.2506,-75.833,0.39,84,100,1.54,US,1674351680
315,isangel,-19.55,169.2667,32.06,70,75,3.09,VU,1674351718
316,matagami,49.7502,-77.6328,-7.94,93,100,3.6,CA,1674351987
317,fortuna,40.5982,-124.1573,11.19,88,100,0.0,US,1674351724
318,fort nelson,58.8053,-122.7002,-2.81,99,75,0.0,CA,1674351928
319,belaya gora,68.5333,146.4167,-42.57,100,68,1.22,RU,1674351989
320,devarkonda,16.7,78.9333,19.16,87,44,1.25,IN,1674351990
321,vangaindrano,-23.35,47.6,23.49,94,100,2.15,MG,1674351948
322,vinzili,56.9594,65.7708,-1.83,80,95,4.2,RU,1674351991
323,bac lieu,9.285,105.7244,27.2,71,100,5.36,VN,1674351992
324,alekseyevka,50.6309,38.6903,-3.54,85,100,4.46,RU,1674351992
325,bose,45.4612,8.0137,2.38,38,100,0.79,IT,1674351993
326,bethel,41.3712,-73.414,2.19,71,100,1.54,US,1674351617
327,puerto quijarro,-17.7833,-57.7667,24.86,77,4,0.76,BO,1674351994
328,banff,51.1762,-115.5698,1.57,74,67,3.6,CA,1674351995
329,fukue,32.6881,128.8419,9.2,71,100,2.06,JP,1674351995
330,dicabisagan,17.0818,122.4157,24.69,83,96,2.94,PH,1674351996
331,jodhpur,26.2867,73.03,10.89,66,0,4.02,IN,1674351997
332,bathsheba,13.2167,-59.5167,25.34,73,20,8.75,BB,1674351688
333,cayenne,4.9333,-52.3333,24.02,94,100,2.57,GF,1674351371
334,klaksvik,62.2266,-6.589,8.51,93,100,10.42,FO,1674351998
335,taybad,34.74,60.7756,-3.37,57,0,2.7,IR,1674351999
336,nizhnyaya salda,58.0776,60.7202,-7.39,79,100,5.28,RU,1674352000
337,salamanca,40.8333,-6.0,-0.12,84,10,5.0,ES,1674351754
338,balloszog,46.8622,19.5709,2.62,93,100,4.12,HU,1674352001
339,anadyr,64.75,177.4833,-29.72,74,0,5.0,RU,1674352001
340,ucluelet,48.9329,-125.5528,4.49,92,98,4.38,CA,1674351931
341,shambu,9.5667,37.1,10.5,45,100,0.59,ET,1674352002
342,agadir,30.4202,-9.5982,8.25,63,0,1.1,MA,1674352003
343,dunedin,-45.8742,170.5036,16.2,61,100,2.12,NZ,1674351513
344,marabba,12.35,32.1833,21.45,19,5,6.21,SD,1674352004
345,lagunas,-5.2269,-75.6753,22.76,92,86,1.26,PE,1674352005
346,cachira,7.741,-73.0483,10.9,93,90,2.36,CO,1674352006
347,canico,32.6333,-16.85,18.17,87,40,8.23,PT,1674352006
348,faanui,-16.4833,-151.75,27.21,64,99,2.16,PF,1674351722
349,kaeo,-35.1,173.7833,22.29,76,46,2.29,NZ,1674352007
350,athabasca,54.7169,-113.2854,1.23,88,100,1.53,CA,1674352008
351,nianzishan,47.5167,122.8833,-26.84,85,64,2.12,CN,1674352009
352,saint-pierre,-21.3393,55.4781,24.82,78,0,1.54,RE,1674351621
353,half moon bay,37.4636,-122.4286,12.42,58,0,3.09,US,1674352010
354,pachino,36.7186,15.0907,12.89,52,55,8.8,IT,1674352011
355,sorland,67.667,12.6934,5.92,93,100,19.49,NO,1674351814
356,airai,-8.9266,125.4092,22.14,65,97,1.06,TL,1674351606
357,aketi,2.7388,23.7833,20.26,63,100,0.96,CD,1674352012
358,kasongo,-4.45,26.6667,19.03,96,100,0.92,CD,1674352013
359,vytegra,61.0064,36.4481,-12.42,100,100,1.64,RU,1674352014
360,oshakati,-17.7833,15.6833,21.09,77,100,4.36,NA,1674352015
361,bonavista,48.6499,-53.1147,-0.54,94,100,15.06,CA,1674351762
362,hoquiam,46.9809,-123.8893,7.99,91,100,10.8,US,1674351823
363,buxtehude,53.45,9.7,1.21,82,100,6.69,DE,1674352016
